phi,H2,N2,O2,density,Cp,viscosity,thermal_conductivity,total enthalpy
0.3,0.00873103727841095,0.7603035767802914,0.23096538594129765,1.049958946849908,1126.1879977639978,1.8572168986770735e-05,0.03687299009536696,2122.01933683915
0.4,0.011607600905807428,0.7580972516586605,0.23029514743553206,1.015136464144444,1164.4487317595479,1.8546461239990173e-05,0.039893829872754256,2192.6704078300822
0.5,0.014467517838966193,0.755903694556252,0.2296287876047819,0.9827322094046375,1202.4880506144527,1.8518171846191297e-05,0.04273141551147097,2262.9126205690527
0.6,0.017310932162784586,0.7537227949599082,0.22896627287730706,0.9525027368621334,1240.3078707799523,1.84875666850041e-05,0.045403753331718005,2332.7495139147936
0.7,0.020137986304114414,0.7515544436281938,0.22830757006769173,0.9242362170821292,1277.9100866538756,1.8454886433731362e-05,0.047926520948961285,2402.1845860029007
0.8,0.022948821055543314,0.7493985325731535,0.22765264637130303,0.8977474658417484,1315.2965708969532,1.842034918953473e-05,0.05031343315336764,2471.2212948299257
0.9,0.025743575598767988,0.7472549550423867,0.2270014693588454,0.872873882359927,1352.4691747437014,1.8384152785330962e-05,0.05257654086892132,2539.8630588274455
1.0,0.028522387527567396,0.7451236055014253,0.22635400697100735,0.8494721085515865,1389.429728307984,1.8346476839430605e-05,0.054726477051121325,2608.113257426302
